car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,58100.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,7.9
Maruti Wagon R,Maruti,Wagon R,6.02,5,50000.0,Individual,CNG,Manual,26.6,998.0,58.16,5.0,3.2
Hyundai Grand,Hyundai,Grand,7.071195,7,23113.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,4.25
Hyundai Santro,Hyundai,Santro,6.39939,6,76300.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,3.49
Hyundai Creta,Hyundai,Creta,16.48,4,47000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,11.15
Maruti Ignis,Maruti,Ignis,7.1,4,32334.0,Dealer,Petrol,Automatic,20.89,1197.0,81.8,5.0,5.5
Hyundai i10,Hyundai,i10,7.1382666,13,67000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.8
Volkswagen Polo,Volkswagen,Polo,9.74,7,20000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,6.5
Renault Duster,Renault,Duster,14.168889,5,80000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,9.5
Maruti Alto,Maruti,Alto,4.112027,14,69000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.78
Maruti SwiftDzire,Maruti,SwiftDzire,8.465,4,40000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,5.8
Skoda Rapid,Skoda,Rapid,12.280918,9,110000.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,4.4
Honda Amaze,Honda,Amaze,9.33984,5,40000.0,Individual,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.0
Ford Ecosport,Ford,Ecosport,11.415,5,125000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,7.25
Hyundai i20,Hyundai,i20,10.24,5,19000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5
Mahindra XUV500,Mahindra,XUV500,20.0,6,37000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,11.7
Toyota Innova,Toyota,Innova,24.635,5,70000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,7.0,16.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,9,37801.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5.0,5.0
Hyundai i10,Hyundai,i10,7.1382666,11,52000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.1
Hyundai i20,Hyundai,i20,11.12,3,11000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,7.95
Hyundai Verna,Hyundai,Verna,14.583057,4,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,6.75
Maruti Ertiga,Maruti,Ertiga,10.457891,8,120000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,6.0
Tata Safari,Tata,Safari,18.13,8,120000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,4.8
Tata Tiago,Tata,Tiago,6.99,2,15000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,5.0
Datsun GO,Datsun,GO,6.28,6,110000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,2.8
Hyundai i20,Hyundai,i20,10.810042,8,33000.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,4.25
Hyundai i20,Hyundai,i20,10.24,4,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.46
Hyundai Verna,Hyundai,Verna,14.583057,9,61000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,3.9
Hyundai Grand,Hyundai,Grand,7.52,3,1700.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,6.65
Skoda Rapid,Skoda,Rapid,12.280918,7,54500.0,Dealer,Petrol,Automatic,14.3,1598.0,103.6,5.0,4.95
Hyundai Santro,Hyundai,Santro,6.39939,14,80000.0,Individual,Petrol,Manual,17.8,1086.0,63.0,5.0,1.1
Hyundai i20,Hyundai,i20,10.81,11,56660.0,Individual,Petrol,Manual,18.5,1197.0,80.0,5.0,3.4
Maruti Wagon R,Maruti,Wagon R,6.295,6,40000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0
Maruti Swift,Maruti,Swift,7.7467155,4,28000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,7.1
Honda City,Honda,City,15.245,5,62000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,6.15
Toyota Innova,Toyota,Innova,24.86143,12,110000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,6.25
Volkswagen Polo,Volkswagen,Polo,9.74,3,16000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,6.35
Volkswagen Vento,Volkswagen,Vento,13.294659,8,44000.0,Individual,Petrol,Manual,15.04,1598.0,103.6,5.0,5.5
Honda City,Honda,City,15.84,5,80634.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.7
Honda City,Honda,City,14.74,13,110000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,1.75
Maruti Alto,Maruti,Alto,3.885,1,10000.0,Individual,Petrol,Manual,22.05,796.0,47.3,5.0,3.5
Hyundai i10,Hyundai,i10,7.1382666,5,25000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,3.95
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,4,42000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.75
Tata Tiago,Tata,Tiago,6.81,2,16000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,5.39
Hyundai Verna,Hyundai,Verna,15.465,11,25000.0,Individual,Diesel,Manual,16.2,1493.0,110.0,5.0,3.0
Maruti Celerio,Maruti,Celerio,5.595,4,54202.0,Trustmark Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.35
Volkswagen Polo,Volkswagen,Polo,9.74,6,7000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,6.25
Ford Ecosport,Ford,Ecosport,11.435,7,74300.0,Dealer,Petrol,Automatic,16.5,1499.0,110.0,5.0,6.49
Maruti Swift,Maruti,Swift,7.7467155,5,110000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.3
Volkswagen Polo,Volkswagen,Polo,9.2,4,59894.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,5.43
Honda Amaze,Honda,Amaze,10.425,6,77000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.65
Hyundai i20,Hyundai,i20,11.12,10,40434.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,4.5
Skoda Rapid,Skoda,Rapid,12.405,6,100000.0,Dealer,Petrol,Manual,15.0,1598.0,103.52,5.0,4.85
Hyundai Grand,Hyundai,Grand,7.51,2,13900.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.9
Honda City,Honda,City,15.84,13,43639.0,Dealer,Petrol,Automatic,12.0,1493.0,100.0,5.0,3.0
Maruti Alto,Maruti,Alto,4.112027,10,72000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.6
Ford Figo,Ford,Figo,9.075,8,60000.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5.0,2.5
Hyundai i10,Hyundai,i10,7.52,8,25981.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.99
Volkswagen Polo,Volkswagen,Polo,9.283831,6,58111.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,6.35
Hyundai Creta,Hyundai,Creta,16.307285,6,60000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,9.1
Hyundai i10,Hyundai,i10,7.1382666,9,50000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5
Skoda Rapid,Skoda,Rapid,12.245,7,142000.0,Individual,Petrol,Manual,15.0,1598.0,103.52,5.0,5.7
Maruti Alto,Maruti,Alto,4.112027,6,39949.0,Dealer,Petrol,Automatic,23.95,998.0,67.05,5.0,3.75
Maruti Alto,Maruti,Alto,4.112027,10,19600.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.9
Hyundai i20,Hyundai,i20,10.43,2,18000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,7.0
Toyota Innova,Toyota,Innova,24.86143,3,44000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,20.99
Hyundai Grand,Hyundai,Grand,7.52,4,37712.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,6.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,6,58904.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,4.75
Hyundai Grand,Hyundai,Grand,7.24,2,15000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.5
Maruti Ciaz,Maruti,Ciaz,11.595719,4,44771.0,Dealer,Petrol,Manual,28.09,1373.0,91.1,5.0,8.0
Skoda Rapid,Skoda,Rapid,12.98,8,42605.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5.0,5.2
Hyundai i20,Hyundai,i20,10.72,5,50000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.3
Maruti Swift,Maruti,Swift,7.7467155,11,78000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,2.55
Mahindra Scorpio,Mahindra,Scorpio,18.815,7,98000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,7.45
Toyota Innova,Toyota,Innova,24.86143,7,146000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,10.0
Maruti Swift,Maruti,Swift,7.7467155,5,100000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,6.0
Hyundai i20,Hyundai,i20,10.810042,7,69000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,5.99
Honda Amaze,Honda,Amaze,10.635,5,30685.0,Dealer,Diesel,Manual,24.7,1498.0,98.63,5.0,7.25
Hyundai Verna,Hyundai,Verna,14.583057,7,10000.0,Individual,Petrol,Manual,17.43,1396.0,105.5,5.0,6.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,9,170000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,4.5
Maruti Ciaz,Maruti,Ciaz,11.595719,5,62563.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.5
Hyundai i20,Hyundai,i20,11.12,4,49000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.64
Toyota Innova,Toyota,Innova,24.86143,10,129238.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,9.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,3,120000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,6.0
Maruti Swift,Maruti,Swift,7.7467155,12,98206.0,Dealer,Diesel,Manual,17.8,1248.0,75.0,5.0,3.35
Maruti Vitara,Maruti,Vitara,10.815,4,22000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,9.55
Hyundai Elantra,Hyundai,Elantra,25.3,9,78000.0,Dealer,Diesel,Automatic,19.5,1582.0,126.24,5.0,7.45
Ford Ecosport,Ford,Ecosport,12.68,3,32387.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,9.65
Maruti Swift,Maruti,Swift,7.7467155,8,80000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,3.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,45000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,6.25
Maruti Ciaz,Maruti,Ciaz,11.595719,2,10000.0,Dealer,Petrol,Automatic,20.28,1462.0,103.25,5.0,9.1
Ford Ecosport,Ford,Ecosport,11.16,5,40000.0,Dealer,Petrol,Automatic,15.63,1499.0,110.4,5.0,7.75
Maruti Wagon R,Maruti,Wagon R,6.42,8,63000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,3.3
Hyundai Verna,Hyundai,Verna,13.505,6,28789.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,6.25
Maruti Ciaz,Maruti,Ciaz,11.52,6,45000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,5.4
Hyundai Verna,Hyundai,Verna,13.205,8,60000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,4.2
Renault KWID,Renault,KWID,5.0675864,4,36628.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,4.2
Renault Duster,Renault,Duster,14.168889,9,103500.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,4.75
Maruti Swift,Maruti,Swift,7.7467155,7,53800.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.85
Honda City,Honda,City,14.74,12,61000.0,Dealer,Petrol,Automatic,16.8,1497.0,118.0,5.0,3.1
Hyundai Grand,Hyundai,Grand,7.52,6,21000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.05
Hyundai Elantra,Hyundai,Elantra,23.04,7,77000.0,Dealer,Diesel,Automatic,19.5,1582.0,126.24,5.0,7.95
Maruti Baleno,Maruti,Baleno,9.31,4,26000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,7.85
Maruti SwiftDzire,Maruti,SwiftDzire,8.75,7,60000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,5.6
Hyundai i20,Hyundai,i20,11.12,11,120000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,3.25
Ford Figo,Ford,Figo,8.737458,10,35000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,1.75
Maruti Alto,Maruti,Alto,4.112027,15,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.25
Hyundai Creta,Hyundai,Creta,16.575,6,40000.0,Dealer,Diesel,Manual,21.38,1396.0,88.7,5.0,8.6
Ford Ecosport,Ford,Ecosport,12.68,6,55524.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,7.45
Hyundai i20,Hyundai,i20,10.725,4,52000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,5.5
Toyota Innova,Toyota,Innova,24.86143,11,120000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,5.0
Ford Figo,Ford,Figo,9.545,9,70000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25
Maruti Celerio,Maruti,Celerio,5.595,6,40000.0,Dealer,Petrol,Manual,21.63,998.0,67.04,5.0,3.35
Ford Ecosport,Ford,Ecosport,12.68,5,66000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,8.0
Maruti Wagon R,Maruti,Wagon R,6.065,4,16000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.25
Mahindra XUV500,Mahindra,XUV500,19.98,6,140000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,10.5
Maruti Swift,Maruti,Swift,7.7467155,9,40000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.3
Maruti Wagon R,Maruti,Wagon R,6.675,6,65000.0,Dealer,Petrol,Automatic,21.79,998.0,67.05,5.0,5.5
Hyundai i20,Hyundai,i20,11.12,7,40000.0,Dealer,Petrol,Automatic,15.0,1396.0,98.6,5.0,5.4
Maruti Ciaz,Maruti,Ciaz,11.595719,6,130000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.5
Toyota Innova,Toyota,Innova,24.86143,10,66000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,7.5
Volkswagen Polo,Volkswagen,Polo,9.283831,9,55252.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,3.75
Maruti Ciaz,Maruti,Ciaz,11.595719,5,80000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.2
Ford Ecosport,Ford,Ecosport,12.285,5,76000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,7.25
Renault Duster,Renault,Duster,14.168889,5,40000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,5.75
Hyundai Grand,Hyundai,Grand,6.525,6,16560.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,3.4
Honda City,Honda,City,15.47,6,90000.0,Individual,Diesel,Manual,25.1,1498.0,98.6,5.0,6.5
Maruti Swift,Maruti,Swift,7.7467155,13,110000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,1.25
Maruti Swift,Maruti,Swift,7.7467155,9,43000.0,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,4.0
Hyundai i20,Hyundai,i20,11.11,3,25000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,7.7
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,7,90000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,4.1
Hyundai Elantra,Hyundai,Elantra,23.855,8,77000.0,Individual,Diesel,Manual,22.7,1582.0,126.24,5.0,6.0
Volkswagen Polo,Volkswagen,Polo,9.74,2,45000.0,Dealer,Petrol,Manual,17.74,999.0,75.1,5.0,6.5
Hyundai Creta,Hyundai,Creta,17.84,6,79828.0,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,10.6
Maruti Baleno,Maruti,Baleno,8.693568,2,7801.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,8.0
Honda WR-V,Honda,WR-V,12.84,4,33456.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,8.5
Honda City,Honda,City,16.17,6,87000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.25
Maruti Swift,Maruti,Swift,7.7467155,8,68000.0,Dealer,Diesel,Manual,17.8,1248.0,75.0,5.0,3.95
Maruti Swift,Maruti,Swift,7.7467155,10,22000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25
Skoda Rapid,Skoda,Rapid,12.280918,4,105000.0,Dealer,Diesel,Automatic,21.72,1498.0,108.6,5.0,8.75
Mahindra XUV500,Mahindra,XUV500,20.0,5,46100.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,10.5
Renault KWID,Renault,KWID,5.51,3,16000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,4.65
Renault KWID,Renault,KWID,4.985,1,10000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,4.7
Maruti Baleno,Maruti,Baleno,8.55,3,10001.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.59
Hyundai Santro,Hyundai,Santro,6.39939,10,49000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,1.95
Maruti Ertiga,Maruti,Ertiga,10.457891,6,94000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,6.99
Maruti Baleno,Maruti,Baleno,9.31,5,26208.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,5.75
Honda Amaze,Honda,Amaze,10.415,3,78000.0,Dealer,Diesel,Manual,24.7,1498.0,98.63,5.0,6.0
Maruti Alto,Maruti,Alto,4.095,9,52000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,1.95
Maruti Ertiga,Maruti,Ertiga,10.457891,6,75000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,6.5
Hyundai Grand,Hyundai,Grand,7.23,3,58000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,4.4
Maruti Celerio,Maruti,Celerio,6.275,6,52000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.5
Maruti Vitara,Maruti,Vitara,10.815,5,20000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.5
Maruti Ciaz,Maruti,Ciaz,11.595719,6,41348.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5.0,6.5
Volkswagen Polo,Volkswagen,Polo,9.74,5,49000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,5.75
Tata Tiago,Tata,Tiago,7.115,4,25000.0,Individual,Petrol,Automatic,23.84,1199.0,83.83,5.0,5.2
Maruti Vitara,Maruti,Vitara,10.815,5,20000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,9.0
Honda Jazz,Honda,Jazz,10.077314,3,15000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,7.0
Maruti Swift,Maruti,Swift,7.51,3,18600.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.2
Maruti Baleno,Maruti,Baleno,9.31,3,60000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,7.1
Volkswagen Polo,Volkswagen,Polo,9.74,4,26000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,6.8
Volkswagen Polo,Volkswagen,Polo,9.283831,5,72000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,6.5
Hyundai Verna,Hyundai,Verna,14.583057,6,72600.0,Individual,Petrol,Manual,17.01,1591.0,121.4,5.0,5.25
Renault KWID,Renault,KWID,5.51,5,14183.0,Dealer,Petrol,Manual,22.3,799.0,53.26,5.0,3.95
Maruti Swift,Maruti,Swift,7.86,7,14800.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,4.95
Hyundai i10,Hyundai,i10,7.1382666,11,90000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.5
Honda City,Honda,City,15.84,5,77694.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,7.95
Honda Civic,Honda,Civic,23.235,12,76000.0,Dealer,Petrol,Automatic,13.9,1799.0,130.2,5.0,3.25
Honda Amaze,Honda,Amaze,10.635,3,60000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,6.67
Skoda Rapid,Skoda,Rapid,12.98,3,17000.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5.0,7.75
Maruti Wagon R,Maruti,Wagon R,6.185586,10,90000.0,Individual,CNG,Manual,26.2,998.0,58.2,5.0,2.8
Maruti Ertiga,Maruti,Ertiga,10.457891,5,57000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,5.9
Honda Civic,Honda,Civic,24.41,13,90000.0,Individual,Petrol,Automatic,12.9,1799.0,130.0,5.0,5.0
Mahindra Bolero,Mahindra,Bolero,9.665,10,75000.0,Dealer,Diesel,Manual,13.6,2523.0,63.0,7.0,3.5
Hyundai Creta,Hyundai,Creta,16.83,6,59000.0,Dealer,Diesel,Manual,20.5,1582.0,126.2,5.0,7.9
Maruti Wagon R,Maruti,Wagon R,6.295,12,26000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,1.5
Hyundai Santro,Hyundai,Santro,6.39939,14,44000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,2.45
Hyundai Verna,Hyundai,Verna,14.83,2,28000.0,Individual,Diesel,Manual,22.0,1582.0,126.2,5.0,10.8
Maruti Swift,Maruti,Swift,8.345,4,19000.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,6.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,9,112000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,5.5
Maruti Vitara,Maruti,Vitara,10.815,4,61000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,9.45
Maruti Ciaz,Maruti,Ciaz,11.595719,5,60000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.3
Maruti Baleno,Maruti,Baleno,8.55,3,15000.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.75
Hyundai Grand,Hyundai,Grand,7.24,7,24000.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,4.55
Hyundai i20,Hyundai,i20,11.12,4,34004.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.9
Toyota Yaris,Toyota,Yaris,14.57,3,17000.0,Dealer,Petrol,Manual,17.18,1496.0,105.94,5.0,10.25
Hyundai Grand,Hyundai,Grand,7.52,6,19526.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.4
Toyota Innova,Toyota,Innova,24.86143,11,195000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,4.8
Maruti SwiftDzire,Maruti,SwiftDzire,8.62,3,14506.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,7.65
Maruti Baleno,Maruti,Baleno,9.045,2,25000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,7.36
Maruti Wagon R,Maruti,Wagon R,6.245,7,70000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.25
Volkswagen Polo,Volkswagen,Polo,9.065,10,63000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.5
Maruti SwiftDzire,Maruti,SwiftDzire,8.62,5,63581.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,5.75
Renault KWID,Renault,KWID,4.685,3,25000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,3.3
Hyundai i10,Hyundai,i10,6.92,11,100000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.7
Skoda Rapid,Skoda,Rapid,12.280918,8,85500.0,Individual,Diesel,Manual,20.5,1598.0,103.5,5.0,2.7
Volkswagen Polo,Volkswagen,Polo,9.74,5,78000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,7.25
Maruti Ertiga,Maruti,Ertiga,10.457891,6,35020.0,Dealer,Diesel,Manual,24.2,1498.0,93.87,7.0,7.4
Hyundai i10,Hyundai,i10,7.52,11,68000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.25
Hyundai Grand,Hyundai,Grand,7.23,2,10000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.4
Maruti Wagon R,Maruti,Wagon R,6.02,12,20000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,2.0
Maruti Ignis,Maruti,Ignis,7.1,3,10503.0,Trustmark Dealer,Petrol,Automatic,20.89,1197.0,81.8,5.0,5.35
Honda City,Honda,City,15.84,4,12729.0,Dealer,Petrol,Manual,17.14,1497.0,117.6,5.0,11.38
Mahindra KUV,Mahindra,KUV,7.8038335,5,72643.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,5.0,4.75
Maruti Wagon R,Maruti,Wagon R,6.185586,6,25000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5.0,3.75
Honda City,Honda,City,15.192461,15,89000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,1.35
Hyundai Creta,Hyundai,Creta,16.307285,4,7900.0,Dealer,Petrol,Manual,15.29,1591.0,121.3,5.0,11.75
Volkswagen Polo,Volkswagen,Polo,9.283831,6,95000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,5.55
Hyundai Verna,Hyundai,Verna,14.685,9,100000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,4.0
Hyundai Grand,Hyundai,Grand,6.585,2,10000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.3
Maruti Alto,Maruti,Alto,4.112027,9,25000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.7
Volkswagen Vento,Volkswagen,Vento,13.294659,8,110000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,3.5
Honda Jazz,Honda,Jazz,9.735,4,30000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,5.5
Maruti Ertiga,Maruti,Ertiga,10.457891,4,63000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,7.5
Renault Duster,Renault,Duster,14.168889,5,43811.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,8.9
